Date;Filière;Valeur (TWh)
2004-02;"Thermique fossile";6,197
2004-03;"Thermique fossile";7,036
2004-04;"Thermique fossile";4,087
2004-05;"Thermique fossile";2,885
2004-06;"Thermique fossile";2,913
2004-07;"Thermique fossile";2,439
2004-08;"Thermique fossile";2,631
2004-09;"Thermique fossile";2,99
2004-10;"Thermique fossile";3,343
2004-11;"Thermique fossile";5,986
2004-12;"Thermique fossile";6,755
2005-01;"Thermique fossile";6,748
2005-02;"Thermique fossile";7,51
2005-03;"Thermique fossile";7,584
2005-04;"Thermique fossile";4,064
2005-05;"Thermique fossile";2,692
2005-06;"Thermique fossile";2,906
2005-07;"Thermique fossile";3,312
2005-08;"Thermique fossile";2,005
2005-09;"Thermique fossile";3,124
2005-10;"Thermique fossile";3,712
2005-11;"Thermique fossile";7,271
2005-12;"Thermique fossile";8,722
2006-01;"Thermique fossile";8,577
2006-02;"Thermique fossile";8,067
2006-03;"Thermique fossile";7,793
2006-04;"Thermique fossile";1,987
2006-05;"Thermique fossile";1,517
2006-06;"Thermique fossile";2,181
2006-07;"Thermique fossile";2,822
2006-08;"Thermique fossile";1,884
2006-09;"Thermique fossile";2,728
2006-10;"Thermique fossile";3,078
2006-11;"Thermique fossile";6,334
2006-12;"Thermique fossile";6,88
2007-01;"Thermique fossile";6,524
2007-02;"Thermique fossile";5,87
2007-03;"Thermique fossile";6,34
2007-04;"Thermique fossile";3,589
2007-05;"Thermique fossile";2,835
2007-06;"Thermique fossile";2,49
2007-07;"Thermique fossile";2,589
2007-08;"Thermique fossile";2,092
2007-09;"Thermique fossile";2,942
2007-10;"Thermique fossile";4,239
2007-11;"Thermique fossile";7,57
2007-12;"Thermique fossile";8,019
2008-01;"Thermique fossile";7,007
2008-02;"Thermique fossile";6,151
2008-03;"Thermique fossile";6,408
2008-04;"Thermique fossile";3,904
2008-05;"Thermique fossile";1,954
2008-06;"Thermique fossile";2,877
2008-07;"Thermique fossile";2,525
2008-08;"Thermique fossile";1,729
2008-09;"Thermique fossile";3,094
2008-10;"Thermique fossile";4,401
2008-11;"Thermique fossile";6,074
2008-12;"Thermique fossile";7,052
2009-01;"Thermique fossile";7,933
2009-02;"Thermique fossile";6,84
2009-03;"Thermique fossile";6,152
2009-04;"Thermique fossile";2,567
2009-05;"Thermique fossile";1,786
2009-06;"Thermique fossile";2,065
2009-07;"Thermique fossile";2,368
2009-08;"Thermique fossile";2,539
2009-09;"Thermique fossile";3,583
2009-10;"Thermique fossile";4,754
2009-11;"Thermique fossile";6,594
2009-12;"Thermique fossile";7,714
2010-01;"Thermique fossile";8,802
2010-02;"Thermique fossile";6,822
2010-03;"Thermique fossile";7,25
2010-04;"Thermique fossile";3,568
2010-05;"Thermique fossile";2,843
2010-06;"Thermique fossile";2,367
2010-07;"Thermique fossile";2,953
2010-08;"Thermique fossile";1,58
2010-09;"Thermique fossile";2,964
2010-10;"Thermique fossile";4,713
2010-11;"Thermique fossile";7,024
2010-12;"Thermique fossile";8,597
2011-01;"Thermique fossile";6,599
2011-02;"Thermique fossile";6,553
2011-03;"Thermique fossile";6,807
2011-04;"Thermique fossile";2,888
2011-05;"Thermique fossile";3,227
2011-06;"Thermique fossile";1,974
2011-07;"Thermique fossile";1,673
2011-08;"Thermique fossile";1,806
2011-09;"Thermique fossile";2,749
2011-10;"Thermique fossile";4,673
2011-11;"Thermique fossile";7,08
2011-12;"Thermique fossile";5,475
2012-01;"Thermique fossile";5,399
2012-02;"Thermique fossile";8,721
2012-03;"Thermique fossile";5,276
2012-04;"Thermique fossile";3,484
2012-05;"Thermique fossile";1,771
2012-06;"Thermique fossile";2,219
2012-07;"Thermique fossile";2,221
2012-08;"Thermique fossile";2,534
2012-09;"Thermique fossile";2,449
2012-10;"Thermique fossile";3,517
2012-11;"Thermique fossile";5,19
2012-12;"Thermique fossile";5,319
2013-01;"Thermique fossile";6,301
2013-02;"Thermique fossile";6,357
2013-03;"Thermique fossile";6,27
2013-04;"Thermique fossile";2,983
2013-05;"Thermique fossile";1,403
2013-06;"Thermique fossile";1,112
2013-07;"Thermique fossile";1,636
2013-08;"Thermique fossile";2,044
2013-09;"Thermique fossile";2,784
2013-10;"Thermique fossile";3,261
2013-11;"Thermique fossile";4,877
2013-12;"Thermique fossile";4,546
2014-01;"Thermique fossile";3,034377496
2014-02;"Thermique fossile";2,571053448
2014-03;"Thermique fossile";2,829310207
2014-04;"Thermique fossile";1,420786209
2014-05;"Thermique fossile";0,9932964236
2014-06;"Thermique fossile";0,9458043444
2014-07;"Thermique fossile";0,7637405394
2014-08;"Thermique fossile";0,7111612821
2014-09;"Thermique fossile";1,412252496
2014-10;"Thermique fossile";2,294415725
2014-11;"Thermique fossile";3,405277756
2014-12;"Thermique fossile";4,203839941
2015-01;"Thermique fossile";4,88932244
2015-02;"Thermique fossile";5,235029287
2015-03;"Thermique fossile";3,895527947
2015-04;"Thermique fossile";1,627213514
2015-05;"Thermique fossile";0,6504251475
2015-06;"Thermique fossile";0,6676777162
2015-07;"Thermique fossile";1,285539553
2015-08;"Thermique fossile";0,7741226188
2015-09;"Thermique fossile";1,859727625
2015-10;"Thermique fossile";3,606608473
2015-11;"Thermique fossile";4,547764896
2015-12;"Thermique fossile";4,041350973
2016-01;"Thermique fossile";4,77002394
2016-02;"Thermique fossile";3,636538865
2016-03;"Thermique fossile";4,312145076
2016-04;"Thermique fossile";2,451547957
2016-05;"Thermique fossile";1,434288302
2016-06;"Thermique fossile";1,546393215
2016-07;"Thermique fossile";1,945846316
2016-08;"Thermique fossile";2,055930598
2016-09;"Thermique fossile";4,062493041
2016-10;"Thermique fossile";4,998732481
2016-11;"Thermique fossile";6,600789858
2016-12;"Thermique fossile";7,364639089
2017-01;"Thermique fossile";8,244805216
2017-02;"Thermique fossile";6,048033526
2017-03;"Thermique fossile";5,060499532
2017-04;"Thermique fossile";3,349094815
2017-05;"Thermique fossile";2,332888539
2017-06;"Thermique fossile";2,001220557
2017-07;"Thermique fossile";3,211099171
2017-08;"Thermique fossile";1,97121609
2017-09;"Thermique fossile";2,94263699
2017-10;"Thermique fossile";5,31048681
2017-11;"Thermique fossile";7,012895625
2017-12;"Thermique fossile";6,050781077
2018-01;"Thermique fossile";3,500031999
2018-02;"Thermique fossile";6,017252124
2018-03;"Thermique fossile";4,898336892
2018-04;"Thermique fossile";1,168501974
2018-05;"Thermique fossile";0,8331908331
2018-06;"Thermique fossile";1,094244376
2018-07;"Thermique fossile";2,631009983
2018-08;"Thermique fossile";2,488372788
2018-09;"Thermique fossile";2,107616918
2018-10;"Thermique fossile";3,68370076
2018-11;"Thermique fossile";5,551612356
2018-12;"Thermique fossile";4,459660161
2019-01;"Thermique fossile";6,396932506
2019-02;"Thermique fossile";4,829192713
2019-03;"Thermique fossile";3,330685665
2019-04;"Thermique fossile";2,2265547
2019-05;"Thermique fossile";1,98154
2019-06;"Thermique fossile";1,775774953
2019-07;"Thermique fossile";2,896627836
2019-08;"Thermique fossile";2,176381033
2019-09;"Thermique fossile";2,859586866
2019-10;"Thermique fossile";3,210604173
2019-11;"Thermique fossile";5,628336442
2019-12;"Thermique fossile";4,372509392
2020-01;"Thermique fossile";5,484830042
2020-02;"Thermique fossile";3,83391264
2020-03;"Thermique fossile";3,623243372
2020-04;"Thermique fossile";0,5898945508
2020-05;"Thermique fossile";1,221025188
2020-06;"Thermique fossile";2,484407572
2020-07;"Thermique fossile";2,756111799
2020-08;"Thermique fossile";2,63452021
2020-09;"Thermique fossile";2,955039772
2020-10;"Thermique fossile";2,473419371
2020-11;"Thermique fossile";4,433034041
2020-12;"Thermique fossile";4,860953362
2021-01;"Thermique fossile";5,686564895
2021-02;"Thermique fossile";4,059612653
2021-03;"Thermique fossile";4,148784041
2021-04;"Thermique fossile";3,046683005
2021-05;"Thermique fossile";1,223594139
2021-06;"Thermique fossile";1,549534216
2021-07;"Thermique fossile";1,597575017
2021-08;"Thermique fossile";0,9545267709
2021-09;"Thermique fossile";2,193976294
2021-10;"Thermique fossile";2,583212876
2021-11;"Thermique fossile";5,770744331
2021-12;"Thermique fossile";5,773199863
2022-01;"Thermique fossile";6,269238485
2022-02;"Thermique fossile";4,501229316
2022-03;"Thermique fossile";5,302032442
2022-04;"Thermique fossile";3,504684385
2022-05;"Thermique fossile";2,965393395
2022-06;"Thermique fossile";2,571470169
2022-07;"Thermique fossile";3,2464722
2022-08;"Thermique fossile";3,023050766
2022-09;"Thermique fossile";3,334218461
2022-10;"Thermique fossile";3,868260755
2022-11;"Thermique fossile";4,701425462
2022-12;"Thermique fossile";5,868242534
2023-01;"Thermique fossile";4,668002161
2023-02;"Thermique fossile";5,357328136
2023-03;"Thermique fossile";3,892387483
2023-04;"Thermique fossile";2,097615268
2023-05;"Thermique fossile";1,393184154
2023-06;"Thermique fossile";1,933557038
2023-07;"Thermique fossile";2,012066468
2023-08;"Thermique fossile";1,888660835
2023-09;"Thermique fossile";1,520306747
2023-10;"Thermique fossile";1,448638141
2023-11;"Thermique fossile";2,963590284
2023-12;"Thermique fossile";3,434522246
1995-01;"Eolien";
1995-02;"Eolien";
1995-03;"Eolien";
1995-04;"Eolien";
1995-05;"Eolien";
1995-06;"Eolien";
1995-07;"Eolien";
1995-08;"Eolien";
1995-09;"Eolien";
1995-10;"Eolien";
1995-11;"Eolien";
1995-12;"Eolien";
1996-01;"Eolien";
1996-02;"Eolien";
1996-03;"Eolien";
1996-04;"Eolien";
1996-05;"Eolien";
1996-06;"Eolien";
1996-07;"Eolien";
1996-08;"Eolien";
1996-09;"Eolien";
1996-10;"Eolien";
1996-11;"Eolien";
1996-12;"Eolien";
1997-01;"Eolien";
1997-02;"Eolien";
1997-03;"Eolien";
1997-04;"Eolien";
1997-05;"Eolien";
1997-06;"Eolien";
1997-07;"Eolien";
1997-08;"Eolien";
1997-09;"Eolien";
1997-10;"Eolien";
1997-11;"Eolien";
1997-12;"Eolien";
1998-01;"Eolien";
1998-02;"Eolien";
1998-03;"Eolien";
1998-04;"Eolien";
1998-05;"Eolien";
1998-06;"Eolien";
1998-07;"Eolien";
1998-08;"Eolien";
1998-09;"Eolien";
1998-10;"Eolien";
1998-11;"Eolien";
1998-12;"Eolien";
1999-01;"Eolien";
1999-02;"Eolien";
1999-03;"Eolien";
1999-04;"Eolien";
1999-05;"Eolien";
1999-06;"Eolien";
1999-07;"Eolien";
1999-08;"Eolien";
1999-09;"Eolien";
1999-10;"Eolien";
1999-11;"Eolien";
1999-12;"Eolien";
2000-01;"Eolien";
2000-02;"Eolien";
2000-03;"Eolien";
2000-04;"Eolien";
2000-05;"Eolien";
2000-06;"Eolien";
2000-07;"Eolien";
2000-08;"Eolien";
2000-09;"Eolien";
2000-10;"Eolien";
2000-11;"Eolien";
2000-12;"Eolien";
2001-01;"Eolien";0,007
2001-02;"Eolien";0,011
2001-03;"Eolien";0,009
2001-04;"Eolien";0,011
2001-05;"Eolien";0,01
2001-06;"Eolien";0,008
2001-07;"Eolien";0,007
2001-08;"Eolien";0,011
2001-09;"Eolien";0,012
2001-10;"Eolien";0,008
2001-11;"Eolien";0,015
2001-12;"Eolien";0,021
2002-01;"Eolien";0,015
2002-02;"Eolien";0,022
2002-03;"Eolien";0,018
2002-04;"Eolien";0,023
2002-05;"Eolien";0,024
2002-06;"Eolien";0,018
2002-07;"Eolien";0,025
2002-08;"Eolien";0,021
2002-09;"Eolien";0,019
2002-10;"Eolien";0,021
2002-11;"Eolien";0,033
2002-12;"Eolien";0,029
2003-01;"Eolien";0,036
2003-02;"Eolien";0,03
2003-03;"Eolien";0,0273
2003-04;"Eolien";0,0305
2003-05;"Eolien";0,0355
2003-06;"Eolien";0,023
2003-07;"Eolien";0,0335
2003-08;"Eolien";0,0175
2003-09;"Eolien";0,027
2003-10;"Eolien";0,0434
2003-11;"Eolien";0,036
2003-12;"Eolien";0,05
2004-01;"Eolien";0,054
2004-02;"Eolien";0,047
2004-03;"Eolien";0,057
2004-04;"Eolien";0,053
2004-05;"Eolien";0,037
2004-06;"Eolien";0,043
2004-07;"Eolien";0,044
2004-08;"Eolien";0,04
2004-09;"Eolien";0,047
2004-10;"Eolien";0,045
2004-11;"Eolien";0,062
2004-12;"Eolien";0,076
2005-01;"Eolien";0,102
2005-02;"Eolien";0,082
2005-03;"Eolien";0,065
2005-04;"Eolien";0,067
2005-05;"Eolien";0,069
2005-06;"Eolien";0,05
2005-07;"Eolien";0,071
2005-08;"Eolien";0,073
2005-09;"Eolien";0,058
2005-10;"Eolien";0,107
2005-11;"Eolien";0,107
2005-12;"Eolien";0,134
2006-01;"Eolien";0,136
2006-02;"Eolien";0,144
2006-03;"Eolien";0,204
2006-04;"Eolien";0,152
2006-05;"Eolien";0,175
2006-06;"Eolien";0,105
2006-07;"Eolien";0,097
2006-08;"Eolien";0,201
2006-09;"Eolien";0,158
2006-10;"Eolien";0,245
2006-11;"Eolien";0,308
2006-12;"Eolien";0,332
2007-01;"Eolien";0,426
2007-02;"Eolien";0,354
2007-03;"Eolien";0,348
2007-04;"Eolien";0,184
2007-05;"Eolien";0,353
2007-06;"Eolien";0,241
2007-07;"Eolien";0,33
2007-08;"Eolien";0,278
2007-09;"Eolien";0,267
2007-10;"Eolien";0,273
2007-11;"Eolien";0,43
2007-12;"Eolien";0,561
2008-01;"Eolien";0,606
2008-02;"Eolien";0,432
2008-03;"Eolien";0,701
2008-04;"Eolien";0,419
2008-05;"Eolien";0,283
2008-06;"Eolien";0,274
2008-07;"Eolien";0,343
2008-08;"Eolien";0,393
2008-09;"Eolien";0,439
2008-10;"Eolien";0,453
2008-11;"Eolien";0,608
2008-12;"Eolien";0,612
2009-01;"Eolien";0,654
2009-02;"Eolien";0,507
2009-03;"Eolien";0,763
2009-04;"Eolien";0,48
2009-05;"Eolien";0,554
2009-06;"Eolien";0,419
2009-07;"Eolien";0,563
2009-08;"Eolien";0,363
2009-09;"Eolien";0,567
2009-10;"Eolien";0,652
2009-11;"Eolien";1,345
2009-12;"Eolien";0,987
2010-01;"Eolien";0,688
2010-02;"Eolien";0,98
2010-03;"Eolien";1,175
2010-04;"Eolien";0,731
2010-05;"Eolien";0,743
2010-06;"Eolien";0,581
2010-07;"Eolien";0,488
2010-08;"Eolien";0,684
2010-09;"Eolien";0,569
2010-10;"Eolien";1,075
2010-11;"Eolien";1,01
2010-12;"Eolien";1,003
2011-01;"Eolien";1,268
2011-02;"Eolien";0,9
2011-03;"Eolien";1,135
2011-04;"Eolien";0,688
2011-05;"Eolien";0,749
2011-06;"Eolien";0,886
2011-07;"Eolien";0,839
2011-08;"Eolien";0,687
2011-09;"Eolien";0,855
2011-10;"Eolien";1,07
2011-11;"Eolien";0,945
2011-12;"Eolien";2,053
2012-01;"Eolien";1,587
2012-02;"Eolien";1,123
2012-03;"Eolien";0,977
2012-04;"Eolien";1,572
2012-05;"Eolien";0,974
2012-06;"Eolien";0,994
2012-07;"Eolien";0,912
2012-08;"Eolien";0,907
2012-09;"Eolien";0,931
2012-10;"Eolien";1,355
2012-11;"Eolien";1,309
2012-12;"Eolien";2,29
2013-01;"Eolien";1,326
2013-02;"Eolien";1,463
2013-03;"Eolien";1,352
2013-04;"Eolien";1,49
2013-05;"Eolien";1,155
2013-06;"Eolien";1,16
2013-07;"Eolien";0,877
2013-08;"Eolien";0,739
2013-09;"Eolien";0,948
2013-10;"Eolien";1,612
2013-11;"Eolien";1,809
2013-12;"Eolien";2,011
2014-01;"Eolien";2,181930765
2014-02;"Eolien";2,472573395
2014-03;"Eolien";1,282373217
2014-04;"Eolien";1,048399965
2014-05;"Eolien";1,519585523
2014-06;"Eolien";0,955105605
2014-07;"Eolien";0,94654156
2014-08;"Eolien";0,975654709
2014-09;"Eolien";0,723096472
2014-10;"Eolien";1,269911121
2014-11;"Eolien";1,492060319
2014-12;"Eolien";2,106223207
2015-01;"Eolien";2,299499355
2015-02;"Eolien";1,910273513
2015-03;"Eolien";2,005330166
2015-04;"Eolien";1,452411474
2015-05;"Eolien";1,580470869
2015-06;"Eolien";1,254703138
2015-07;"Eolien";1,399122421
2015-08;"Eolien";1,126091025
2015-09;"Eolien";1,674529235
2015-10;"Eolien";1,292109478
2015-11;"Eolien";2,54487977
2015-12;"Eolien";2,572774139
2016-01;"Eolien";2,850363945
2016-02;"Eolien";2,899854449
2016-03;"Eolien";2,453641916
2016-04;"Eolien";1,670149414
2016-05;"Eolien";1,541870077
2016-06;"Eolien";1,071145828
2016-07;"Eolien";1,017766236
2016-08;"Eolien";1,187715009
2016-09;"Eolien";0,990726539
2016-10;"Eolien";1,409801363
2016-11;"Eolien";2,323655174
2016-12;"Eolien";1,529318185
2017-01;"Eolien";2,043715105
2017-02;"Eolien";2,534326608
2017-03;"Eolien";2,64743281
2017-04;"Eolien";1,459997117
2017-05;"Eolien";1,494177471
2017-06;"Eolien";1,46862952
2017-07;"Eolien";1,704786485
2017-08;"Eolien";1,232375437
2017-09;"Eolien";1,638291637
2017-10;"Eolien";2,074851764
2017-11;"Eolien";2,315354452
2017-12;"Eolien";3,365612347
2018-01;"Eolien";3,998781846
2018-02;"Eolien";2,778074741
2018-03;"Eolien";3,125905008
2018-04;"Eolien";2,160852737
2018-05;"Eolien";1,598885335
2018-06;"Eolien";1,370421285
2018-07;"Eolien";1,100474302
2018-08;"Eolien";1,402971755
2018-09;"Eolien";1,612137183
2018-10;"Eolien";2,491466995
2018-11;"Eolien";2,801367642
2018-12;"Eolien";3,651540939
2019-01;"Eolien";3,050435165
2019-02;"Eolien";2,625034411
2019-03;"Eolien";4,421031635
2019-04;"Eolien";2,316183979
2019-05;"Eolien";2,204962825
2019-06;"Eolien";1,866695914
2019-07;"Eolien";1,699200597
2019-08;"Eolien";1,632582022
2019-09;"Eolien";2,612926877
2019-10;"Eolien";3,359795886
2019-11;"Eolien";3,338164607
2019-12;"Eolien";4,649236097
2020-01;"Eolien";4,159034593
2020-02;"Eolien";5,886467195
2020-03;"Eolien";4,486351539
2020-04;"Eolien";2,273310543
2020-05;"Eolien";2,653211601
2020-06;"Eolien";2,043719375
2020-07;"Eolien";2,0985652
2020-08;"Eolien";2,040062201
2020-09;"Eolien";2,140145432
2020-10;"Eolien";4,322241909
2020-11;"Eolien";3,167235663
2020-12;"Eolien";4,411615265
2021-01;"Eolien";3,965801979
2021-02;"Eolien";4,255260637
2021-03;"Eolien";3,705755464
2021-04;"Eolien";2,945286345
2021-05;"Eolien";3,942419233
2021-06;"Eolien";1,341539519
2021-07;"Eolien";2,301773262
2021-08;"Eolien";2,223167388
2021-09;"Eolien";1,655743298
2021-10;"Eolien";3,490455014
2021-11;"Eolien";2,728709986
2021-12;"Eolien";4,351562784
2022-01;"Eolien";3,142958412
2022-02;"Eolien";5,27090673
2022-03;"Eolien";3,493692772
2022-04;"Eolien";3,568182495
2022-05;"Eolien";2,115582752
2022-06;"Eolien";1,830317181
2022-07;"Eolien";1,869111326
2022-08;"Eolien";2,07029794
2022-09;"Eolien";2,291948719
2022-10;"Eolien";3,515163929
2022-11;"Eolien";4,855456376
2022-12;"Eolien";4,620758983
2023-01;"Eolien";5,657748042
2023-02;"Eolien";3,417778401
2023-03;"Eolien";5,945277798
2023-04;"Eolien";3,843292227
2023-05;"Eolien";3,69369021
2023-06;"Eolien";2,108527542
2023-07;"Eolien";3,255965993
2023-08;"Eolien";2,782692501
2023-09;"Eolien";2,388895597
2023-10;"Eolien";4,52518487
2023-11;"Eolien";6,452153153
2023-12;"Eolien";6,732422043
1995-01;"Solaire";
1995-02;"Solaire";
1995-03;"Solaire";
1995-04;"Solaire";
1995-05;"Solaire";
1995-06;"Solaire";
1995-07;"Solaire";
1995-08;"Solaire";
1995-09;"Solaire";
1995-10;"Solaire";
1995-11;"Solaire";
1995-12;"Solaire";
1996-01;"Solaire";
1996-02;"Solaire";
1996-03;"Solaire";
1996-04;"Solaire";
1996-05;"Solaire";
1996-06;"Solaire";
1996-07;"Solaire";
1996-08;"Solaire";
1996-09;"Solaire";
1996-10;"Solaire";
1996-11;"Solaire";
1996-12;"Solaire";
1997-01;"Solaire";
1997-02;"Solaire";
1997-03;"Solaire";
1997-04;"Solaire";
1997-05;"Solaire";
1997-06;"Solaire";
1997-07;"Solaire";
1997-08;"Solaire";
1997-09;"Solaire";
1997-10;"Solaire";
1997-11;"Solaire";
1997-12;"Solaire";
1998-01;"Solaire";
1998-02;"Solaire";
1998-03;"Solaire";
1998-04;"Solaire";
1998-05;"Solaire";
1998-06;"Solaire";
1998-07;"Solaire";
1998-08;"Solaire";
1998-09;"Solaire";
1998-10;"Solaire";
1998-11;"Solaire";
1998-12;"Solaire";
1999-01;"Solaire";
1999-02;"Solaire";
1999-03;"Solaire";
1999-04;"Solaire";
1999-05;"Solaire";
1999-06;"Solaire";
1999-07;"Solaire";
1999-08;"Solaire";
1999-09;"Solaire";
1999-10;"Solaire";
1999-11;"Solaire";
1999-12;"Solaire";
2000-01;"Solaire";
2000-02;"Solaire";
2000-03;"Solaire";
2000-04;"Solaire";
2000-05;"Solaire";
2000-06;"Solaire";
2000-07;"Solaire";
2000-08;"Solaire";
2000-09;"Solaire";
2000-10;"Solaire";
2000-11;"Solaire";
2000-12;"Solaire";
2001-01;"Solaire";
2001-02;"Solaire";
2001-03;"Solaire";
2001-04;"Solaire";
2001-05;"Solaire";
2001-06;"Solaire";
2001-07;"Solaire";
2001-08;"Solaire";
2001-09;"Solaire";
2001-10;"Solaire";
2001-11;"Solaire";
2001-12;"Solaire";
2002-01;"Solaire";
2002-02;"Solaire";
2002-03;"Solaire";
2002-04;"Solaire";
2002-05;"Solaire";
2002-06;"Solaire";
2002-07;"Solaire";
2002-08;"Solaire";
2002-09;"Solaire";
2002-10;"Solaire";
2002-11;"Solaire";
2002-12;"Solaire";
2003-01;"Solaire";
2003-02;"Solaire";
2003-03;"Solaire";
2003-04;"Solaire";
2003-05;"Solaire";
2003-06;"Solaire";
2003-07;"Solaire";
2003-08;"Solaire";
2003-09;"Solaire";
2003-10;"Solaire";
2003-11;"Solaire";
2003-12;"Solaire";
2004-01;"Solaire";
2004-02;"Solaire";
2004-03;"Solaire";
2004-04;"Solaire";
2004-05;"Solaire";
2004-06;"Solaire";
2004-07;"Solaire";
2004-08;"Solaire";
2004-09;"Solaire";
2004-10;"Solaire";
2004-11;"Solaire";
2004-12;"Solaire";
2005-01;"Solaire";
2005-02;"Solaire";
2005-03;"Solaire";
2005-04;"Solaire";
2005-05;"Solaire";
2005-06;"Solaire";
2005-07;"Solaire";
2005-08;"Solaire";
2005-09;"Solaire";
2005-10;"Solaire";
2005-11;"Solaire";
2005-12;"Solaire";
2006-01;"Solaire";0,0005
2006-02;"Solaire";0,0005
2006-03;"Solaire";0,0005
2006-04;"Solaire";0,0005
2006-05;"Solaire";0,0005
2006-06;"Solaire";0,0005
2006-07;"Solaire";0,0005
2006-08;"Solaire";0,0005
2006-09;"Solaire";0,0005
2006-10;"Solaire";0,0005
2006-11;"Solaire";0,0005
2006-12;"Solaire";0,0005
2007-01;"Solaire";0,0005
2007-02;"Solaire";0,0005
2007-03;"Solaire";0,0005
2007-04;"Solaire";0,0005
2007-05;"Solaire";0,0005
2007-06;"Solaire";0,0005
2007-07;"Solaire";0,0005
2007-08;"Solaire";0,0005
2007-09;"Solaire";0,0005
2007-10;"Solaire";0,0005
2007-11;"Solaire";0,0005
2007-12;"Solaire";0,0005
2008-01;"Solaire";0,0013
2008-02;"Solaire";0,0015
2008-03;"Solaire";0,0017
2008-04;"Solaire";0,002
2008-05;"Solaire";0,002
2008-06;"Solaire";0,0021
2008-07;"Solaire";0,003
2008-08;"Solaire";0,0027
2008-09;"Solaire";0,0029
2008-10;"Solaire";0,0025
2008-11;"Solaire";0,002
2008-12;"Solaire";0,0019
2009-01;"Solaire";0,005
2009-02;"Solaire";0,007
2009-03;"Solaire";0,012
2009-04;"Solaire";0,012
2009-05;"Solaire";0,016
2009-06;"Solaire";0,018
2009-07;"Solaire";0,021
2009-08;"Solaire";0,021
2009-09;"Solaire";0,018
2009-10;"Solaire";0,015
2009-11;"Solaire";0,009
2009-12;"Solaire";0,007
2010-01;"Solaire";0,01
2010-02;"Solaire";0,016
2010-03;"Solaire";0,031
2010-04;"Solaire";0,045
2010-05;"Solaire";0,054
2010-06;"Solaire";0,055
2010-07;"Solaire";0,069
2010-08;"Solaire";0,074
2010-09;"Solaire";0,074
2010-10;"Solaire";0,058
2010-11;"Solaire";0,032
2010-12;"Solaire";0,03
2011-01;"Solaire";0,048
2011-02;"Solaire";0,066
2011-03;"Solaire";0,126
2011-04;"Solaire";0,19
2011-05;"Solaire";0,225
2011-06;"Solaire";0,214
2011-07;"Solaire";0,249
2011-08;"Solaire";0,271
2011-09;"Solaire";0,251
2011-10;"Solaire";0,208
2011-11;"Solaire";0,12
2011-12;"Solaire";0,099
2012-01;"Solaire";0,125
2012-02;"Solaire";0,216
2012-03;"Solaire";0,356
2012-04;"Solaire";0,329
2012-05;"Solaire";0,454
2012-06;"Solaire";0,483
2012-07;"Solaire";0,544
2012-08;"Solaire";0,536
2012-09;"Solaire";0,413
2012-10;"Solaire";0,283
2012-11;"Solaire";0,182
2012-12;"Solaire";0,149
2013-01;"Solaire";0,146
2013-02;"Solaire";0,23
2013-03;"Solaire";0,344
2013-04;"Solaire";0,434
2013-05;"Solaire";0,503
2013-06;"Solaire";0,563
2013-07;"Solaire";0,658
2013-08;"Solaire";0,602
2013-09;"Solaire";0,463
2013-10;"Solaire";0,32
2013-11;"Solaire";0,183
2013-12;"Solaire";0,216
2014-01;"Solaire";0,176353009
2014-02;"Solaire";0,262653399
2014-03;"Solaire";0,534329056
2014-04;"Solaire";0,584358496
2014-05;"Solaire";0,68160778
2014-06;"Solaire";0,763466078
2014-07;"Solaire";0,686151539
2014-08;"Solaire";0,694398951
2014-09;"Solaire";0,640457427
2014-10;"Solaire";0,479939626
2014-11;"Solaire";0,244431152
2014-12;"Solaire";0,190263887
2015-01;"Solaire";0,251855835
2015-02;"Solaire";0,358930305
2015-03;"Solaire";0,537183236
2015-04;"Solaire";0,782949366
2015-05;"Solaire";0,843757089
2015-06;"Solaire";0,951891934
2015-07;"Solaire";0,943417332
2015-08;"Solaire";0,851805962
2015-09;"Solaire";0,715988378
2015-10;"Solaire";0,512513132
2015-11;"Solaire";0,376705502
2015-12;"Solaire";0,306134129
2016-01;"Solaire";0,276041403
2016-02;"Solaire";0,409761782
2016-03;"Solaire";0,67535456
2016-04;"Solaire";0,795850015
2016-05;"Solaire";0,931695429
2016-06;"Solaire";0,909813823
2016-07;"Solaire";1,068824735
2016-08;"Solaire";1,060671041
2016-09;"Solaire";0,822471326
2016-10;"Solaire";0,726886983
2016-11;"Solaire";0,368786897
2016-12;"Solaire";0,368729961
2017-01;"Solaire";0,362941822
2017-02;"Solaire";0,430247997
2017-03;"Solaire";0,701990877
2017-04;"Solaire";1,042176329
2017-05;"Solaire";1,087886667
2017-06;"Solaire";1,1279303
2017-07;"Solaire";1,079611405
2017-08;"Solaire";1,049986653
2017-09;"Solaire";0,820547325
2017-10;"Solaire";0,713884346
2017-11;"Solaire";0,454424329
2017-12;"Solaire";0,276999601
2018-01;"Solaire";0,2745488033
2018-02;"Solaire";0,5194343665
2018-03;"Solaire";0,7660022413
2018-04;"Solaire";1,007966409
2018-05;"Solaire";1,141363113
2018-06;"Solaire";1,285714022
2018-07;"Solaire";1,429240909
2018-08;"Solaire";1,316433492
2018-09;"Solaire";1,1624357
2018-10;"Solaire";0,7882456334
2018-11;"Solaire";0,4710328612
2018-12;"Solaire";0,2830818318
2019-01;"Solaire";0,4171281648
2019-02;"Solaire";0,7726374338
2019-03;"Solaire";1,099839174
2019-04;"Solaire";1,109414766
2019-05;"Solaire";1,362063803
